"Id","pathString","Year","Months","Country","Country_code","State","State_code","Locality","Locality_code","Site","Site_code","Strata","Strata_code","Sampling.Date","Observers","Picture.number","Replicate","Labelscopy","Si.Strata","BioR","Latitude","Bioregion","Ocean","Zone","scientificName","occurrence","AphiaID","Match.type","LSID","ScientificName.1","Authority","AphiaID_accepted","ScientificName_accepted","Authority_accepted","Kingdom","Phylum","Class","Order","Family","Genus","Subgenus","Species","Subspecies"
"Ve-Fa-Mor-Boc-H5","Ve/Fa/Mor/Boc/H5",2010,8,"Venezuela","Ve","Falcon","Fa","Morrocoy","Mor","Boca Seca","Boc","Hightide","H","08/05/14","C_Herrera/N_Fernandez/A_Hernandez/A_Damico","IMG_3524",5,"Ve-Fa-Mor-Boc-H5","Boc-Hightide",66,10.83507,"South_caribbean","Atlantic","Tropics","Acanthopleura granulata",1,386270,"exact","urn:lsid:marinespecies.org:taxname:386270","Acanthopleura granulata","(Gmelin, 1791)",386270,"Acanthopleura granulata","(Gmelin, 1791)","Animalia","Mollusca","Polyplacophora","Chitonida","Chitonidae","Acanthopleura","","granulata",NA
"Ve-Fa-Mor-Boc-H7","Ve/Fa/Mor/Boc/H7",2010,8,"Venezuela","Ve","Falcon","Fa","Morrocoy","Mor","Boca Seca","Boc","Hightide","H","08/05/14","C_Herrera/N_Fernandez/A_Hernandez/A_Damico","IMG_3529",7,"Ve-Fa-Mor-Boc-H7","Boc-Hightide",66,10.83507,"South_caribbean","Atlantic","Tropics","Acanthopleura granulata",1,386270,"exact","urn:lsid:marinespecies.org:taxname:386270","Acanthopleura granulata","(Gmelin, 1791)",386270,"Acanthopleura granulata","(Gmelin, 1791)","Animalia","Mollusca","Polyplacophora","Chitonida","Chitonidae","Acanthopleura","","granulata",NA
"Ve-Fa-Mor-Boc-H9","Ve/Fa/Mor/Boc/H9",2010,8,"Venezuela","Ve","Falcon","Fa","Morrocoy","Mor","Boca Seca","Boc","Hightide","H","08/05/14","C_Herrera/N_Fernandez/A_Hernandez/A_Damico","IMG_3531",9,"Ve-Fa-Mor-Boc-H9","Boc-Hightide",66,10.83507,"South_caribbean","Atlantic","Tropics","Acanthopleura granulata",1,386270,"exact","urn:lsid:marinespecies.org:taxname:386270","Acanthopleura granulata","(Gmelin, 1791)",386270,"Acanthopleura granulata","(Gmelin, 1791)","Animalia","Mollusca","Polyplacophora","Chitonida","Chitonidae","Acanthopleura","","granulata",NA
"Ve-Fa-Mor-Boc-H10","Ve/Fa/Mor/Boc/H10",2010,8,"Venezuela","Ve","Falcon","Fa","Morrocoy","Mor","Boca Seca","Boc","Hightide","H","08/05/14","C_Herrera/N_Fernandez/A_Hernandez/A_Damico","IMG_3532",10,"Ve-Fa-Mor-Boc-H10","Boc-Hightide",66,10.83507,"South_caribbean","Atlantic","Tropics","Acanthopleura granulata",1,386270,"exact","urn:lsid:marinespecies.org:taxname:386270","Acanthopleura granulata","(Gmelin, 1791)",386270,"Acanthopleura granulata","(Gmelin, 1791)","Animalia","Mollusca","Polyplacophora","Chitonida","Chitonidae","Acanthopleura","","granulata",NA
"Ve-Fa-Pag-Pla-H2","Ve/Fa/Pag/Pla/H2",2010,8,"Venezuela","Ve","Falcon","Fa","Paraguana","Pag","Playa Angosta","Pla","Hightide","H","08/11/14","C_Herrera/N_Fernandez/A_Hernandez/A_Bueno","IMG_3699",2,"Ve-Fa-Pag-Pla-H2","Pla-Hightide",66,12.17222,"South_caribbean","Atlantic","Tropics","Acanthopleura granulata",1,386270,"exact","urn:lsid:marinespecies.org:taxname:386270","Acanthopleura granulata","(Gmelin, 1791)",386270,"Acanthopleura granulata","(Gmelin, 1791)","Animalia","Mollusca","Polyplacophora","Chitonida","Chitonidae","Acanthopleura","","granulata",NA
"Ve-Fa-Sjo-Far-H6","Ve/Fa/Sjo/Far/H6",2010,8,"Venezuela","Ve","Falcon","Fa","San Jose","Sjo","Faro","Far","Hightide","H","08/12/14","A_Hernandez/A_Bueno/N_Fernandez","IMG_3797",6,"Ve-Fa-Sjo-Far-H6","Far-Hightide",66,11.44292,"South_caribbean","Atlantic","Tropics","Acanthopleura granulata",1,386270,"exact","urn:lsid:marinespecies.org:taxname:386270","Acanthopleura granulata","(Gmelin, 1791)",386270,"Acanthopleura granulata","(Gmelin, 1791)","Animalia","Mollusca","Polyplacophora","Chitonida","Chitonidae","Acanthopleura","","granulata",NA
"Ve-Car-Pat-Ga€-H8","Ve/Car/Pat/Ga€/H8",2010,8,"Venezuela","Ve","Carabobo","Car","Patanemo","Pat","Gañango","Ga€","Hightide","H","08/14/14","A_Hernandez/A_Bueno/N_Fernandez","IMG_3932",8,"Ve-Car-Pat-Ga€-H8","Ga€-Hightide",66,10.46445,"South_caribbean","Atlantic","Tropics","Acanthopleura granulata",1,386270,"exact","urn:lsid:marinespecies.org:taxname:386270","Acanthopleura granulata","(Gmelin, 1791)",386270,"Acanthopleura granulata","(Gmelin, 1791)","Animalia","Mollusca","Polyplacophora","Chitonida","Chitonidae","Acanthopleura","","granulata",NA
"Ve-Car-Pat-Ga€-H10","Ve/Car/Pat/Ga€/H10",2010,8,"Venezuela","Ve","Carabobo","Car","Patanemo","Pat","Gañango","Ga€","Hightide","H","08/14/14","A_Hernandez/A_Bueno/N_Fernandez","IMG_3934",10,"Ve-Car-Pat-Ga€-H10","Ga€-Hightide",66,10.46445,"South_caribbean","Atlantic","Tropics","Acanthopleura granulata",1,386270,"exact","urn:lsid:marinespecies.org:taxname:386270","Acanthopleura granulata","(Gmelin, 1791)",386270,"Acanthopleura granulata","(Gmelin, 1791)","Animalia","Mollusca","Polyplacophora","Chitonida","Chitonidae","Acanthopleura","","granulata",NA
"Ve-Car-Pat-Bo-H4","Ve/Car/Pat/Bo/H4",2010,8,"Venezuela","Ve","Carabobo","Car","Patanemo","Pat","Bocaina","Bo","Hightide","H","08/14/14","A_Hernandez/A_Bueno/N_Fernandez","IMG_3947",4,"Ve-Car-Pat-Bo-H4","Bo-Hightide",66,10.45703,"South_caribbean","Atlantic","Tropics","Acanthopleura granulata",1,386270,"exact","urn:lsid:marinespecies.org:taxname:386270","Acanthopleura granulata","(Gmelin, 1791)",386270,"Acanthopleura granulata","(Gmelin, 1791)","Animalia","Mollusca","Polyplacophora","Chitonida","Chitonidae","Acanthopleura","","granulata",NA
"Ve-Car-Pat-Bo-L6","Ve/Car/Pat/Bo/L6",2010,8,"Venezuela","Ve","Carabobo","Car","Patanemo","Pat","Bocaina","Bo","Lowtide","L","08/16/14","C_Herrera/N_Fernandez/A_Hernandez/A_Bueno","IMG_3997",6,"Ve-Car-Pat-Bo-L6","Bo-Lowtide",66,10.45703,"South_caribbean","Atlantic","Tropics","Acanthopleura granulata",1,386270,"exact","urn:lsid:marinespecies.org:taxname:386270","Acanthopleura granulata","(Gmelin, 1791)",386270,"Acanthopleura granulata","(Gmelin, 1791)","Animalia","Mollusca","Polyplacophora","Chitonida","Chitonidae","Acanthopleura","","granulata",NA
"Ve-Var-Ci-Piv-H4","Ve/Var/Ci/Piv/H4",2010,8,"Venezuela","Ve","Vargas","Var","Chichiriviche","Ci","Piedra La Virgen","Piv","Hightide","H","08/24/14","N_Fernandez/A_Damico/M_Cover/D_Rodriguez","IMG_4167",4,"Ve-Var-Ci-Piv-H4","Piv-Hightide",66,10.55252,"South_caribbean","Atlantic","Tropics","Acanthopleura granulata",1,386270,"exact","urn:lsid:marinespecies.org:taxname:386270","Acanthopleura granulata","(Gmelin, 1791)",386270,"Acanthopleura granulata","(Gmelin, 1791)","Animalia","Mollusca","Polyplacophora","Chitonida","Chitonidae","Acanthopleura","","granulata",NA
"Ve-Var-Ci-Sm-H4","Ve/Var/Ci/Sm/H4",2010,8,"Venezuela","Ve","Vargas","Var","Chichiriviche","Ci","San Miguel","Sm","Hightide","H","08/24/14","N_Fernandez/A_Damico/M_Cover/D_Rodriguez","IMG_4186",4,"Ve-Var-Ci-Sm-H4","Sm-Hightide",66,10.54596,"South_caribbean","Atlantic","Tropics","Acanthopleura granulata",1,386270,"exact","urn:lsid:marinespecies.org:taxname:386270","Acanthopleura granulata","(Gmelin, 1791)",386270,"Acanthopleura granulata","(Gmelin, 1791)","Animalia","Mollusca","Polyplacophora","Chitonida","Chitonidae","Acanthopleura","","granulata",NA
"Ve-Nes-Lpa-Ho-H8","Ve/Nes/Lpa/Ho/H8",2010,8,"Venezuela","Ve","Nueva Esparta","Nes","La Pared","Lpa","Hotel","Ho","Hightide","H","08/29/14","J_Cruz/E_Guerra/Jesus",NA,8,"Ve-Nes-Lpa-Ho-H8","Ho-Hightide",66,11.06294,"South_caribbean","Atlantic","Tropics","Acanthopleura granulata",1,386270,"exact","urn:lsid:marinespecies.org:taxname:386270","Acanthopleura granulata","(Gmelin, 1791)",386270,"Acanthopleura granulata","(Gmelin, 1791)","Animalia","Mollusca","Polyplacophora","Chitonida","Chitonidae","Acanthopleura","","granulata",NA
"Ve-Nes-Lpa-Ra-M4","Ve/Nes/Lpa/Ra/M4",2010,8,"Venezuela","Ve","Nueva Esparta","Nes","La Pared","Lpa","Rancheria","Ra","Midtide","M","09/14/14","J_Cruz",NA,4,"Ve-Nes-Lpa-Ra-M4","Ra-Midtide",66,11.07075,"South_caribbean","Atlantic","Tropics","Acanthopleura granulata",1,386270,"exact","urn:lsid:marinespecies.org:taxname:386270","Acanthopleura granulata","(Gmelin, 1791)",386270,"Acanthopleura granulata","(Gmelin, 1791)","Animalia","Mollusca","Polyplacophora","Chitonida","Chitonidae","Acanthopleura","","granulata",NA
"Ve-Nes-Lpa-Ra-M8","Ve/Nes/Lpa/Ra/M8",2010,8,"Venezuela","Ve","Nueva Esparta","Nes","La Pared","Lpa","Rancheria","Ra","Midtide","M","09/14/14","J_Cruz",NA,8,"Ve-Nes-Lpa-Ra-M8","Ra-Midtide",66,11.07075,"South_caribbean","Atlantic","Tropics","Acanthopleura granulata",1,386270,"exact","urn:lsid:marinespecies.org:taxname:386270","Acanthopleura granulata","(Gmelin, 1791)",386270,"Acanthopleura granulata","(Gmelin, 1791)","Animalia","Mollusca","Polyplacophora","Chitonida","Chitonidae","Acanthopleura","","granulata",NA
"Ve-Nes-Lpa-Ra-M10","Ve/Nes/Lpa/Ra/M10",2010,8,"Venezuela","Ve","Nueva Esparta","Nes","La Pared","Lpa","Rancheria","Ra","Midtide","M","09/14/14","J_Cruz",NA,10,"Ve-Nes-Lpa-Ra-M10","Ra-Midtide",66,11.07075,"South_caribbean","Atlantic","Tropics","Acanthopleura granulata",1,386270,"exact","urn:lsid:marinespecies.org:taxname:386270","Acanthopleura granulata","(Gmelin, 1791)",386270,"Acanthopleura granulata","(Gmelin, 1791)","Animalia","Mollusca","Polyplacophora","Chitonida","Chitonidae","Acanthopleura","","granulata",NA
"Ve-Su-Moc-Puc-L7","Ve/Su/Moc/Puc/L7",2010,9,"Venezuela","Ve","Sucre","Su","Mochima","Moc","Punta Cruz","Puc","Lowtide","L","09/25/14","N_Fernandez/A_Lucas","IMG_4788",7,"Ve-Su-Moc-Puc-L7","Puc-Lowtide",66,10.39569,"South_caribbean","Atlantic","Tropics","Acanthopleura granulata",1,386270,"exact","urn:lsid:marinespecies.org:taxname:386270","Acanthopleura granulata","(Gmelin, 1791)",386270,"Acanthopleura granulata","(Gmelin, 1791)","Animalia","Mollusca","Polyplacophora","Chitonida","Chitonidae","Acanthopleura","","granulata",NA
"Ve-Su-Moc-Puc-L8","Ve/Su/Moc/Puc/L8",2010,9,"Venezuela","Ve","Sucre","Su","Mochima","Moc","Punta Cruz","Puc","Lowtide","L","09/25/14","N_Fernandez/A_Lucas","IMG_4792",8,"Ve-Su-Moc-Puc-L8","Puc-Lowtide",66,10.39569,"South_caribbean","Atlantic","Tropics","Acanthopleura granulata",1,386270,"exact","urn:lsid:marinespecies.org:taxname:386270","Acanthopleura granulata","(Gmelin, 1791)",386270,"Acanthopleura granulata","(Gmelin, 1791)","Animalia","Mollusca","Polyplacophora","Chitonida","Chitonidae","Acanthopleura","","granulata",NA
"Ve-Su-Moc-Puc-H1","Ve/Su/Moc/Puc/H1",2010,9,"Venezuela","Ve","Sucre","Su","Mochima","Moc","Punta Cruz","Puc","Hightide","H","09/25/14","C_Herrera/L_Arribas","IMG_4804",1,"Ve-Su-Moc-Puc-H1","Puc-Hightide",66,10.39569,"South_caribbean","Atlantic","Tropics","Acanthopleura granulata",1,386270,"exact","urn:lsid:marinespecies.org:taxname:386270","Acanthopleura granulata","(Gmelin, 1791)",386270,"Acanthopleura granulata","(Gmelin, 1791)","Animalia","Mollusca","Polyplacophora","Chitonida","Chitonidae","Acanthopleura","","granulata",NA
"Ve-Su-Moc-Puc-H2","Ve/Su/Moc/Puc/H2",2010,9,"Venezuela","Ve","Sucre","Su","Mochima","Moc","Punta Cruz","Puc","Hightide","H","09/25/14","C_Herrera/L_Arribas","IMG_4806",2,"Ve-Su-Moc-Puc-H2","Puc-Hightide",66,10.39569,"South_caribbean","Atlantic","Tropics","Acanthopleura granulata",1,386270,"exact","urn:lsid:marinespecies.org:taxname:386270","Acanthopleura granulata","(Gmelin, 1791)",386270,"Acanthopleura granulata","(Gmelin, 1791)","Animalia","Mollusca","Polyplacophora","Chitonida","Chitonidae","Acanthopleura","","granulata",NA
"Ve-Su-Moc-Puc-H3","Ve/Su/Moc/Puc/H3",2010,9,"Venezuela","Ve","Sucre","Su","Mochima","Moc","Punta Cruz","Puc","Hightide","H","09/25/14","C_Herrera/L_Arribas","IMG_4808",3,"Ve-Su-Moc-Puc-H3","Puc-Hightide",66,10.39569,"South_caribbean","Atlantic","Tropics","Acanthopleura granulata",1,386270,"exact","urn:lsid:marinespecies.org:taxname:386270","Acanthopleura granulata","(Gmelin, 1791)",386270,"Acanthopleura granulata","(Gmelin, 1791)","Animalia","Mollusca","Polyplacophora","Chitonida","Chitonidae","Acanthopleura","","granulata",NA
